company,industry,region,lead_source,job_title,current_plan,employees,annual_revenue_musd,trial_users,pricing_page_visits,daily_active_users,invited_teammates,webinar_attended,support_tickets,days_since_signup,email_opens,product_sessions,feature_events,buying_intent_score,icp_match_score,converted
RealEstate Co 929,Real Estate,Middle East,Referral,Manager,Free Trial,69,0.75,49,84,22,17,1,8,70,18,75,66,11,31,0
SaaS Co 930,SaaS,Middle East,Webinar,Manager,Starter,341,7.31,22,74,5,16,1,2,351,15,92,176,54,42,1
RealEstate Co 931,Real Estate,LATAM,LinkedIn,Director,Growth,279,6.91,53,16,5,10,0,7,5,5,92,31,41,7,0
SaaS Co 932,SaaS,India,Webinar,Director,Free Trial,13,0.28,10,27,15,0,0,8,276,36,6,96,17,24,0
EdTech Co 933,EdTech,Middle East,Referral,Director,Free Trial,202,6.13,44,40,36,4,0,7,9,5,11,216,37,98,0
Manufacturing Co 934,Manufacturing,APAC,Paid Ads,C-Level,Enterprise,75,2.17,20,67,2,0,0,8,246,25,127,17,68,27,0
Healthcare Co 935,Healthcare,APAC,Email Campaign,VP,Enterprise,55,1.78,32,80,27,14,0,0,23,32,71,217,63,74,0
Manufacturing Co 936,Manufacturing,India,Webinar,C-Level,Starter,21,0.37,23,27,11,3,1,3,385,28,43,46,28,69,0
E-commerce Co 937,E-commerce,India,Paid Ads,C-Level,Enterprise,49,0.61,27,73,28,2,1,2,19,1,51,149,10,67,0
E-commerce Co 938,E-commerce,APAC,Partner,C-Level,Enterprise,417,15.31,39,19,0,5,0,4,163,32,46,54,80,65,0
Manufacturing Co 939,Manufacturing,India,Paid Ads,C-Level,Free Trial,38,1.27,8,15,12,5,1,3,354,22,83,210,5,83,0
Manufacturing Co 940,Manufacturing,Middle East,Webinar,C-Level,Free Trial,286,10.65,41,67,32,10,1,0,38,24,73,34,86,100,1
EdTech Co 941,EdTech,India,Organic Search,C-Level,Free Trial,31,0.28,37,41,1,15,1,3,83,12,22,42,92,82,1
FinTech Co 942,FinTech,APAC,LinkedIn,Manager,Growth,5,0.16,46,82,33,5,0,9,287,12,8,54,51,84,1
Cybersecurity Co 943,Cybersecurity,India,Conference,C-Level,Enterprise,910,8.38,34,42,5,16,0,9,9,7,75,104,94,65,1
E-commerce Co 944,E-commerce,Europe,Webinar,C-Level,Free Trial,3229,85.49,8,70,1,17,0,0,302,9,12,66,97,47,1
Healthcare Co 945,Healthcare,Middle East,Webinar,C-Level,Starter,2366,34.43,8,47,11,17,0,1,74,36,49,148,79,75,1
Cybersecurity Co 946,Cybersecurity,LATAM,Organic Search,Manager,Growth,15,0.46,54,11,4,10,1,5,76,33,99,40,77,64,0
SaaS Co 947,SaaS,APAC,Partner,Manager,Enterprise,108,0.89,51,81,26,9,0,9,327,33,85,11,24,64,1
SaaS Co 948,SaaS,Europe,LinkedIn,C-Level,Growth,636,13.54,10,90,2,16,1,2,7,0,55,8,41,69,1
SaaS Co 949,SaaS,North America,Conference,VP,Enterprise,2003,36.75,16,66,1,10,0,6,122,31,3,150,39,36,1
EdTech Co 950,EdTech,North America,Paid Ads,C-Level,Enterprise,70,0.68,33,71,17,3,0,0,49,31,87,104,24,13,0
EdTech Co 951,EdTech,Europe,LinkedIn,VP,Enterprise,14,0.14,38,65,22,15,0,3,160,4,89,16,51,5,0
EdTech Co 952,EdTech,LATAM,LinkedIn,C-Level,Starter,3248,129.51,17,20,12,15,1,9,321,32,4,76,56,95,0
SaaS Co 953,SaaS,APAC,Email Campaign,VP,Starter,13,0.42,2,7,8,2,1,8,284,22,122,153,64,89,0
SaaS Co 954,SaaS,APAC,LinkedIn,Individual Contributor,Free Trial,1085,18.15,37,77,6,16,0,1,63,30,124,206,16,18,0
Cybersecurity Co 955,Cybersecurity,Middle East,Paid Ads,Director,Enterprise,71,1.32,40,57,26,9,1,0,72,32,95,35,95,62,0
Healthcare Co 956,Healthcare,Middle East,Paid Ads,Manager,Growth,36,0.81,36,88,39,5,1,7,333,31,29,8,10,76,0
EdTech Co 957,EdTech,Europe,Referral,Individual Contributor,Enterprise,123,3.04,24,4,0,12,0,0,310,5,17,98,41,36,0
Cybersecurity Co 958,Cybersecurity,North America,Paid Ads,Manager,Growth,53,0.81,36,17,26,17,0,5,216,20,71,185,28,45,0
Healthcare Co 959,Healthcare,Middle East,Partner,C-Level,Free Trial,14,0.43,35,58,20,6,0,9,76,8,38,76,19,20,0
E-commerce Co 960,E-commerce,North America,Paid Ads,C-Level,Growth,213,6.58,3,30,10,2,1,7,278,3,61,138,64,41,0
RealEstate Co 961,Real Estate,Europe,Referral,Director,Growth,12,0.44,15,15,9,18,0,8,175,4,77,156,18,61,0
RealEstate Co 962,Real Estate,Middle East,Organic Search,Manager,Starter,83,0.8,3,35,5,1,0,7,302,36,55,50,8,62,0
EdTech Co 963,EdTech,Europe,LinkedIn,C-Level,Starter,278,7.46,54,32,22,3,1,0,230,23,121,162,75,74,1
FinTech Co 964,FinTech,North America,Partner,C-Level,Free Trial,1152,33.73,6,39,13,5,0,7,341,14,9,160,31,54,1
RealEstate Co 965,Real Estate,LATAM,Partner,VP,Starter,20,0.64,8,39,9,3,1,9,191,22,73,105,21,35,0
EdTech Co 966,EdTech,North America,Organic Search,Individual Contributor,Enterprise,40,0.79,22,39,15,12,1,6,173,4,121,208,95,12,0
EdTech Co 967,EdTech,North America,LinkedIn,C-Level,Growth,888,8.95,10,32,13,17,0,2,396,5,95,207,21,93,1
EdTech Co 968,EdTech,Middle East,Referral,C-Level,Enterprise,18,0.45,9,3,6,3,0,3,339,33,80,15,28,91,0
FinTech Co 969,FinTech,LATAM,Paid Ads,Director,Enterprise,22,0.45,33,78,10,13,1,4,47,10,51,137,86,37,0
Healthcare Co 970,Healthcare,India,Partner,Manager,Free Trial,3444,29.19,37,56,13,13,0,1,175,33,20,107,100,63,0
RealEstate Co 971,Real Estate,North America,LinkedIn,C-Level,Growth,383,8.91,50,76,1,17,0,2,84,32,47,65,54,67,0
SaaS Co 972,SaaS,LATAM,Email Campaign,Individual Contributor,Growth,7,0.23,10,72,8,7,0,1,80,5,20,64,15,12,0
E-commerce Co 973,E-commerce,Middle East,Organic Search,VP,Enterprise,8,0.11,8,81,16,8,0,5,217,3,50,172,77,5,0
Cybersecurity Co 974,Cybersecurity,Middle East,Referral,VP,Growth,9,0.15,32,32,40,11,1,5,127,26,90,1,61,19,1
SaaS Co 975,SaaS,Europe,Conference,Manager,Enterprise,316,12.17,11,20,0,16,0,5,356,23,75,218,8,20,0
E-commerce Co 976,E-commerce,Middle East,Partner,Manager,Enterprise,17,0.17,5,1,10,3,0,3,86,29,22,132,38,45,0
Cybersecurity Co 977,Cybersecurity,Middle East,Referral,Manager,Starter,71,1.1,2,28,5,0,0,5,49,7,59,213,99,22,0
Manufacturing Co 978,Manufacturing,APAC,Email Campaign,VP,Enterprise,3238,73.78,25,88,6,14,0,2,102,14,37,110,93,31,0
EdTech Co 979,EdTech,Middle East,Conference,C-Level,Starter,8,0.15,54,50,35,8,0,0,181,3,106,89,38,45,0
E-commerce Co 980,E-commerce,North America,Email Campaign,Director,Free Trial,11,0.32,25,60,21,1,1,5,201,5,81,96,26,32,0
FinTech Co 981,FinTech,LATAM,LinkedIn,Director,Growth,1180,40.85,34,29,0,3,0,0,237,24,101,183,38,64,0
RealEstate Co 982,Real Estate,APAC,Paid Ads,Manager,Starter,40,0.89,26,29,15,17,0,8,169,4,98,114,11,98,0
Cybersecurity Co 983,Cybersecurity,Middle East,Partner,C-Level,Free Trial,353,8.04,24,88,5,7,1,6,311,10,0,220,20,8,1
SaaS Co 984,SaaS,Middle East,Conference,C-Level,Starter,52,0.82,7,2,8,5,1,5,75,26,128,60,55,80,1
E-commerce Co 985,E-commerce,Middle East,Referral,Director,Enterprise,8,0.26,15,43,0,14,1,5,41,37,97,50,90,66,0
SaaS Co 986,SaaS,Europe,LinkedIn,C-Level,Free Trial,213,8.13,46,66,25,8,0,4,283,23,18,63,11,84,1
Healthcare Co 987,Healthcare,Europe,Organic Search,Manager,Starter,10,0.33,8,21,6,16,0,9,250,19,98,96,90,28,0
EdTech Co 988,EdTech,APAC,Conference,VP,Starter,147,4.43,23,37,19,10,0,9,90,1,3,157,77,12,0
Cybersecurity Co 989,Cybersecurity,Middle East,LinkedIn,C-Level,Starter,1102,35.62,16,33,4,4,0,5,2,19,13,91,88,7,1
SaaS Co 990,SaaS,LATAM,Partner,C-Level,Free Trial,566,5.09,28,56,32,7,1,9,383,22,20,174,40,29,1
Manufacturing Co 991,Manufacturing,LATAM,Partner,C-Level,Growth,1403,24.2,25,51,7,0,0,7,214,20,70,68,22,93,0
E-commerce Co 992,E-commerce,LATAM,Email Campaign,Individual Contributor,Enterprise,235,5.24,18,50,22,2,1,1,316,31,127,92,48,39,0
Manufacturing Co 993,Manufacturing,Middle East,LinkedIn,C-Level,Growth,2173,39.22,44,83,40,0,0,7,309,23,31,200,85,57,0
E-commerce Co 994,E-commerce,India,Partner,VP,Free Trial,282,5.67,43,17,16,11,0,3,59,3,125,68,14,60,0
Healthcare Co 995,Healthcare,LATAM,Paid Ads,VP,Enterprise,1935,69.24,35,76,18,14,0,6,369,35,17,100,71,90,0
Manufacturing Co 996,Manufacturing,India,Paid Ads,Manager,Free Trial,117,4.22,36,51,37,1,0,6,163,31,124,38,43,91,0
RealEstate Co 997,Real Estate,Middle East,LinkedIn,Manager,Starter,7,0.17,28,69,1,6,0,8,27,1,27,79,62,13,0
FinTech Co 998,FinTech,LATAM,Conference,Director,Enterprise,5,0.04,0,25,1,7,1,9,56,34,31,25,13,100,0
Cybersecurity Co 999,Cybersecurity,APAC,Referral,Director,Starter,1363,34.89,14,43,18,16,0,2,265,24,55,128,10,45,0
SaaS Co 1000,SaaS,Europe,Referral,Manager,Enterprise,302,10.99,34,82,6,2,0,0,332,20,72,152,12,11,1
EdTech Co 1001,EdTech,North America,Webinar,Individual Contributor,Growth,476,13.89,1,81,0,13,0,4,75,9,95,53,87,29,0
Cybersecurity Co 1002,Cybersecurity,Middle East,Conference,Director,Free Trial,50,0.58,5,30,6,8,0,7,158,12,65,80,40,43,0
SaaS Co 1003,SaaS,LATAM,Referral,Manager,Enterprise,5,0.13,25,73,0,4,1,2,339,35,122,38,83,53,1
Manufacturing Co 1004,Manufacturing,LATAM,Referral,Individual Contributor,Enterprise,90,1.03,5,86,0,2,0,5,46,31,124,139,27,42,0
SaaS Co 1005,SaaS,India,LinkedIn,Director,Growth,2695,59.06,30,74,25,16,0,7,396,32,56,71,98,88,1
SaaS Co 1006,SaaS,APAC,Paid Ads,VP,Enterprise,7,0.12,10,84,4,11,0,4,162,7,32,21,39,77,0
RealEstate Co 1007,Real Estate,Middle East,Referral,VP,Starter,73,1.39,49,4,18,15,0,6,154,32,108,71,79,72,0
Cybersecurity Co 1008,Cybersecurity,Middle East,Referral,VP,Free Trial,1555,38.79,46,10,10,3,0,0,41,20,13,40,20,27,1
Cybersecurity Co 1009,Cybersecurity,LATAM,Partner,VP,Growth,135,1.28,23,17,6,2,0,6,44,18,114,219,40,93,0
Cybersecurity Co 1010,Cybersecurity,Europe,Partner,Director,Starter,1668,34.06,37,4,19,8,0,1,357,16,68,135,85,36,1
Cybersecurity Co 1011,Cybersecurity,India,Referral,Individual Contributor,Free Trial,41,0.63,43,89,2,3,0,8,362,36,122,154,16,53,0
RealEstate Co 1012,Real Estate,Middle East,Webinar,Manager,Starter,12,0.43,35,67,19,18,0,6,66,35,59,61,38,86,0
Cybersecurity Co 1013,Cybersecurity,APAC,LinkedIn,Manager,Free Trial,14,0.16,41,27,35,4,1,7,244,14,94,48,91,83,1
FinTech Co 1014,FinTech,LATAM,Paid Ads,VP,Free Trial,520,14.09,38,6,22,1,1,2,89,4,88,105,56,53,0
EdTech Co 1015,EdTech,Middle East,Organic Search,Manager,Enterprise,1197,20.14,0,50,5,11,1,5,72,27,98,99,9,19,0
E-commerce Co 1016,E-commerce,LATAM,LinkedIn,Director,Enterprise,1071,12.18,36,32,38,7,0,0,10,25,40,57,83,53,0
Manufacturing Co 1017,Manufacturing,North America,Partner,Manager,Enterprise,80,2.88,47,60,21,11,0,8,66,34,61,59,65,67,0
Manufacturing Co 1018,Manufacturing,India,Organic Search,C-Level,Growth,60,1.52,23,6,10,2,1,2,282,8,125,203,99,44,0
EdTech Co 1019,EdTech,Middle East,Email Campaign,Director,Free Trial,1810,56.83,17,55,19,0,0,6,252,18,89,156,93,63,0
EdTech Co 1020,EdTech,India,Paid Ads,C-Level,Enterprise,67,2.56,4,3,11,6,1,3,349,16,79,91,53,62,0
Healthcare Co 1021,Healthcare,LATAM,Organic Search,Manager,Starter,431,12.89,42,56,37,11,0,5,124,14,110,135,99,32,0
E-commerce Co 1022,E-commerce,India,Organic Search,Manager,Starter,77,1.39,49,43,33,3,1,4,210,38,52,29,67,50,0
Manufacturing Co 1023,Manufacturing,India,Organic Search,VP,Starter,1245,18.11,47,78,38,10,1,9,260,25,29,191,37,18,0
Manufacturing Co 1024,Manufacturing,LATAM,Organic Search,Individual Contributor,Starter,7,0.27,17,26,1,4,0,8,195,16,103,105,60,30,0
Healthcare Co 1025,Healthcare,Middle East,Paid Ads,Manager,Enterprise,48,1.22,39,48,2,0,0,6,272,21,123,113,10,19,0
RealEstate Co 1026,Real Estate,LATAM,Email Campaign,C-Level,Free Trial,9,0.15,36,78,17,8,0,9,341,12,77,36,77,12,0
E-commerce Co 1027,E-commerce,North America,Organic Search,VP,Enterprise,453,14.47,46,72,17,18,1,7,65,10,49,111,26,98,1
RealEstate Co 1028,Real Estate,North America,Partner,C-Level,Starter,92,2.7,47,75,22,6,1,8,304,27,114,17,58,9,0
E-commerce Co 1029,E-commerce,Europe,Paid Ads,Individual Contributor,Growth,131,2.37,21,72,10,10,1,0,326,21,114,118,63,87,0
RealEstate Co 1030,Real Estate,LATAM,Paid Ads,Individual Contributor,Growth,6,0.12,3,21,3,3,1,2,212,6,35,151,59,25,0
Healthcare Co 1031,Healthcare,Europe,Organic Search,Director,Enterprise,40,1.36,34,28,35,0,1,5,77,11,67,198,32,65,0
Healthcare Co 1032,Healthcare,Middle East,Paid Ads,Individual Contributor,Enterprise,1661,32.26,52,16,11,0,0,3,274,30,78,86,32,56,0
Healthcare Co 1033,Healthcare,India,Webinar,VP,Starter,457,7.09,34,20,24,14,0,3,274,36,61,34,48,65,0
Healthcare Co 1034,Healthcare,India,LinkedIn,Individual Contributor,Growth,1726,23.45,35,21,2,15,0,2,34,28,98,132,9,87,0
FinTech Co 1035,FinTech,India,Webinar,VP,Enterprise,820,21.22,41,84,18,9,1,4,282,10,24,168,58,68,1
E-commerce Co 1036,E-commerce,APAC,Conference,C-Level,Free Trial,31,1.06,8,33,15,6,0,8,346,27,97,193,55,54,0
SaaS Co 1037,SaaS,India,Paid Ads,Director,Free Trial,1641,51.77,36,40,30,18,0,7,377,23,71,139,42,35,0
FinTech Co 1038,FinTech,Middle East,Paid Ads,Director,Free Trial,392,12.38,22,18,14,10,1,1,54,14,59,81,41,88,0
FinTech Co 1039,FinTech,Europe,Organic Search,VP,Enterprise,205,8.05,2,4,3,10,0,3,78,35,101,181,38,8,0
E-commerce Co 1040,E-commerce,LATAM,Email Campaign,VP,Growth,47,0.49,30,17,33,15,0,4,148,11,85,203,94,26,0
SaaS Co 1041,SaaS,India,Partner,VP,Enterprise,287,11.23,49,9,19,12,0,1,106,12,106,71,14,38,0
RealEstate Co 1042,Real Estate,Europe,Partner,Manager,Growth,480,15.61,25,52,0,16,0,1,238,32,120,176,66,29,0
EdTech Co 1043,EdTech,LATAM,Partner,Director,Free Trial,2672,99.64,38,46,22,1,0,7,176,18,129,217,38,41,0
FinTech Co 1044,FinTech,Middle East,Partner,VP,Growth,921,25.91,27,55,32,12,0,2,357,4,30,101,17,15,0
RealEstate Co 1045,Real Estate,North America,Organic Search,VP,Growth,124,2.31,54,12,13,18,0,8,146,19,78,114,43,58,0
Cybersecurity Co 1046,Cybersecurity,Europe,LinkedIn,Manager,Free Trial,1508,27.48,0,42,8,6,0,1,124,19,50,217,29,38,0
Manufacturing Co 1047,Manufacturing,Middle East,Paid Ads,Manager,Starter,1081,30.69,17,54,14,7,0,3,246,13,22,30,85,48,0
Healthcare Co 1048,Healthcare,India,Paid Ads,Manager,Starter,37,1.08,52,45,20,5,0,9,28,34,112,1,16,38,0
FinTech Co 1049,FinTech,India,Referral,C-Level,Growth,2002,42.99,25,29,32,12,1,9,278,7,63,68,23,87,1
E-commerce Co 1050,E-commerce,LATAM,LinkedIn,Individual Contributor,Starter,974,32.88,9,16,7,1,1,0,142,16,44,53,42,67,0
Manufacturing Co 1051,Manufacturing,Middle East,Partner,Manager,Free Trial,1797,65.68,45,39,24,8,0,3,276,33,31,179,90,32,0
Manufacturing Co 1052,Manufacturing,Europe,Conference,Manager,Enterprise,6,0.06,39,76,6,5,1,2,205,17,32,63,6,21,0
E-commerce Co 1053,E-commerce,LATAM,Conference,Individual Contributor,Starter,572,18.36,7,18,11,7,0,0,186,21,79,160,68,59,0
SaaS Co 1054,SaaS,APAC,LinkedIn,Director,Enterprise,461,14.34,13,66,21,6,0,8,76,25,108,58,58,14,1
Healthcare Co 1055,Healthcare,India,Organic Search,Manager,Starter,316,6.23,1,4,6,11,0,2,395,14,50,9,74,76,0
EdTech Co 1056,EdTech,Europe,Conference,Director,Starter,44,0.64,55,67,28,2,0,5,35,28,124,13,20,46,0
RealEstate Co 1057,Real Estate,India,Organic Search,Director,Free Trial,81,2.4,2,41,8,9,0,3,142,35,0,30,94,37,0
SaaS Co 1058,SaaS,APAC,Partner,Manager,Free Trial,619,10.99,20,29,25,12,0,9,187,5,22,100,62,86,0
E-commerce Co 1059,E-commerce,APAC,Email Campaign,VP,Growth,387,5.58,46,53,5,8,1,0,20,4,5,111,41,66,0
Healthcare Co 1060,Healthcare,LATAM,Email Campaign,Director,Growth,157,3.86,32,81,2,0,0,2,86,28,45,75,70,71,0
Cybersecurity Co 1061,Cybersecurity,North America,LinkedIn,VP,Enterprise,6,0.19,37,56,38,0,0,9,89,35,81,212,99,65,1
EdTech Co 1062,EdTech,North America,Referral,Director,Starter,92,0.86,0,0,6,3,0,4,246,14,73,89,72,21,0
FinTech Co 1063,FinTech,North America,Webinar,Manager,Enterprise,768,8.64,47,22,1,1,0,2,245,37,36,189,13,21,1
RealEstate Co 1064,Real Estate,India,LinkedIn,C-Level,Enterprise,176,1.97,29,27,23,10,0,4,297,9,108,112,83,86,0
EdTech Co 1065,EdTech,Europe,Organic Search,VP,Starter,173,6.54,30,73,21,1,0,4,156,30,24,210,98,15,0
Manufacturing Co 1066,Manufacturing,India,Webinar,Manager,Enterprise,7,0.22,54,66,3,3,0,3,13,9,70,48,21,56,0
Healthcare Co 1067,Healthcare,LATAM,Email Campaign,Individual Contributor,Enterprise,17,0.5,48,30,27,10,0,5,89,14,22,96,11,28,0
E-commerce Co 1068,E-commerce,LATAM,Referral,Director,Enterprise,116,3.15,1,60,2,5,0,1,230,7,3,125,29,23,0
E-commerce Co 1069,E-commerce,North America,Paid Ads,Individual Contributor,Growth,12,0.12,51,47,29,15,0,8,242,17,79,196,49,56,0
Healthcare Co 1070,Healthcare,APAC,LinkedIn,Director,Free Trial,2800,104.67,27,80,33,9,0,0,354,19,116,97,48,11,0
EdTech Co 1071,EdTech,Europe,Referral,VP,Growth,33,0.8,24,0,31,7,1,0,349,11,5,113,78,69,1
RealEstate Co 1072,Real Estate,APAC,Partner,Director,Free Trial,744,27.55,37,84,5,16,0,6,43,23,107,217,5,97,0
EdTech Co 1073,EdTech,Europe,Webinar,VP,Starter,11,0.35,30,18,4,5,0,7,288,33,76,70,89,19,0
FinTech Co 1074,FinTech,Europe,Conference,Individual Contributor,Enterprise,680,10.7,3,6,3,14,1,5,23,18,66,106,70,11,0
RealEstate Co 1075,Real Estate,North America,Paid Ads,VP,Free Trial,3294,31.74,13,2,14,12,1,0,113,38,86,207,11,19,0
EdTech Co 1076,EdTech,LATAM,Webinar,Director,Free Trial,282,10.49,3,72,7,16,1,4,127,36,22,71,59,58,0
Healthcare Co 1077,Healthcare,Europe,Conference,Manager,Free Trial,81,0.91,55,45,9,5,1,1,310,35,72,168,96,66,1
E-commerce Co 1078,E-commerce,LATAM,Paid Ads,Director,Growth,21,0.28,55,25,37,4,0,9,121,3,65,53,36,42,0
FinTech Co 1079,FinTech,Europe,LinkedIn,Director,Enterprise,102,2.23,49,62,21,14,0,5,148,32,70,208,97,71,1
SaaS Co 1080,SaaS,North America,LinkedIn,Individual Contributor,Starter,216,6.46,29,77,25,8,0,4,294,34,1,52,82,89,1
FinTech Co 1081,FinTech,LATAM,Email Campaign,Manager,Starter,931,36.98,23,43,18,6,1,8,114,5,44,212,17,89,0
RealEstate Co 1082,Real Estate,LATAM,Webinar,C-Level,Free Trial,165,6.19,54,74,7,6,0,7,121,1,103,3,62,8,0
Healthcare Co 1083,Healthcare,North America,Conference,Individual Contributor,Enterprise,11,0.16,32,31,32,0,0,5,128,19,101,85,79,77,0
EdTech Co 1084,EdTech,Europe,LinkedIn,Manager,Free Trial,603,7.12,22,1,15,14,0,3,233,24,74,103,61,59,1
RealEstate Co 1085,Real Estate,North America,Conference,Manager,Enterprise,2835,66.52,36,15,23,11,0,6,74,2,93,76,99,37,0
Healthcare Co 1086,Healthcare,APAC,Organic Search,C-Level,Free Trial,9,0.21,36,79,1,4,1,7,116,14,48,191,40,28,0
FinTech Co 1087,FinTech,APAC,Webinar,Manager,Starter,35,0.71,51,26,9,13,1,9,43,0,72,131,23,7,0
E-commerce Co 1088,E-commerce,LATAM,Referral,VP,Free Trial,37,0.64,44,35,4,6,0,2,273,2,29,165,99,85,0
Manufacturing Co 1089,Manufacturing,North America,Email Campaign,Individual Contributor,Enterprise,1854,56.42,52,15,14,9,1,6,343,23,5,133,61,65,0
Healthcare Co 1090,Healthcare,LATAM,Conference,VP,Starter,10,0.38,52,16,17,4,1,8,100,4,64,76,49,56,0
EdTech Co 1091,EdTech,APAC,Webinar,Manager,Growth,69,0.55,4,66,1,7,0,0,325,15,38,35,14,70,0
Cybersecurity Co 1092,Cybersecurity,APAC,Email Campaign,Individual Contributor,Growth,273,3.7,12,79,1,14,1,2,94,37,123,189,10,95,0
SaaS Co 1093,SaaS,Europe,Organic Search,Individual Contributor,Starter,2645,63,54,57,19,14,0,2,227,35,119,55,90,58,1
E-commerce Co 1094,E-commerce,Middle East,Partner,C-Level,Enterprise,643,22.09,40,72,14,12,0,2,89,24,119,27,85,74,1
E-commerce Co 1095,E-commerce,Middle East,Conference,Manager,Growth,46,0.92,40,31,6,1,0,6,132,5,111,156,56,85,0
EdTech Co 1096,EdTech,North America,Paid Ads,Individual Contributor,Starter,1754,20.92,27,85,35,8,1,0,215,28,92,147,84,65,0
FinTech Co 1097,FinTech,Europe,Organic Search,Director,Starter,1483,35.34,13,76,21,7,1,2,383,3,98,211,44,92,1
SaaS Co 1098,SaaS,India,Referral,C-Level,Free Trial,147,2.91,9,37,8,11,0,0,162,31,118,60,90,31,1
Manufacturing Co 1099,Manufacturing,Middle East,Organic Search,Director,Enterprise,1533,27.51,25,4,1,0,0,4,349,0,107,172,53,73,0
SaaS Co 1100,SaaS,North America,Organic Search,VP,Growth,195,7.12,44,62,6,11,0,4,138,30,79,91,19,79,1
Healthcare Co 1101,Healthcare,LATAM,Paid Ads,Manager,Enterprise,76,2.62,7,8,11,5,1,0,333,20,112,184,30,15,0
EdTech Co 1102,EdTech,India,Email Campaign,Individual Contributor,Growth,1250,40.14,42,2,33,3,0,6,20,18,97,66,62,47,0
EdTech Co 1103,EdTech,Europe,Partner,VP,Enterprise,7,0.06,20,66,9,14,1,7,53,18,7,46,33,38,0
RealEstate Co 1104,Real Estate,LATAM,Partner,VP,Growth,10,0.23,10,62,1,15,0,0,62,10,0,142,75,76,0
Cybersecurity Co 1105,Cybersecurity,APAC,Paid Ads,Manager,Enterprise,42,1.4,50,30,34,5,0,2,87,37,39,102,45,37,0
EdTech Co 1106,EdTech,LATAM,Partner,Manager,Free Trial,38,1.19,8,38,16,12,1,1,110,7,88,121,35,78,0
Manufacturing Co 1107,Manufacturing,Europe,Paid Ads,Manager,Starter,171,4.05,17,49,17,8,1,1,331,27,106,205,50,48,0
SaaS Co 1108,SaaS,LATAM,Webinar,Individual Contributor,Starter,153,1.87,20,3,15,7,0,6,378,7,56,172,100,84,0
Healthcare Co 1109,Healthcare,North America,Referral,VP,Growth,1394,42.83,1,74,2,8,1,9,288,7,80,58,9,76,1
Healthcare Co 1110,Healthcare,LATAM,Email Campaign,VP,Growth,15,0.16,54,4,21,6,0,7,32,17,105,10,75,70,0
E-commerce Co 1111,E-commerce,India,Paid Ads,VP,Enterprise,95,0.92,7,5,3,3,0,6,239,4,115,118,86,71,0
E-commerce Co 1112,E-commerce,Europe,Conference,Director,Free Trial,342,7.65,3,29,11,10,0,0,21,8,46,56,18,69,0
E-commerce Co 1113,E-commerce,APAC,Email Campaign,VP,Starter,869,28.66,50,32,17,1,1,2,11,13,69,66,78,55,0
SaaS Co 1114,SaaS,APAC,Webinar,C-Level,Enterprise,1121,41.14,9,77,13,16,1,5,61,8,52,36,41,54,1
RealEstate Co 1115,Real Estate,North America,Referral,Director,Growth,170,6.39,13,40,0,3,1,5,27,25,74,220,68,74,0
Healthcare Co 1116,Healthcare,India,Conference,Manager,Growth,11,0.11,15,34,21,7,0,4,98,5,92,26,90,74,0
E-commerce Co 1117,E-commerce,North America,Organic Search,Individual Contributor,Starter,1185,47.07,43,61,3,0,1,9,236,33,93,101,32,82,0
Healthcare Co 1118,Healthcare,Europe,Organic Search,Individual Contributor,Starter,33,0.94,27,64,8,11,1,1,295,37,87,158,43,28,0
E-commerce Co 1119,E-commerce,North America,Partner,Manager,Starter,11,0.22,42,60,32,8,0,5,357,9,102,65,75,40,0
RealEstate Co 1120,Real Estate,LATAM,Organic Search,C-Level,Enterprise,9,0.23,5,52,9,9,0,0,303,19,24,169,53,91,0
SaaS Co 1121,SaaS,India,Organic Search,Individual Contributor,Enterprise,70,2.27,9,84,15,9,0,6,203,23,29,163,78,100,0
EdTech Co 1122,EdTech,LATAM,Conference,Director,Starter,1487,24.35,52,17,4,14,0,4,339,5,43,138,26,80,0
EdTech Co 1123,EdTech,Europe,Conference,VP,Free Trial,9,0.18,36,25,7,13,0,3,337,3,12,199,5,59,0
EdTech Co 1124,EdTech,APAC,Paid Ads,VP,Enterprise,29,0.25,25,52,21,13,0,0,226,20,90,65,69,86,0
SaaS Co 1125,SaaS,Middle East,Email Campaign,C-Level,Free Trial,59,1.51,5,6,3,8,1,6,141,12,81,140,41,46,0
SaaS Co 1126,SaaS,India,Organic Search,Individual Contributor,Growth,64,1.92,41,7,8,7,0,0,362,30,60,8,97,98,0
Manufacturing Co 1127,Manufacturing,LATAM,Webinar,Individual Contributor,Starter,8,0.07,10,49,4,17,1,1,291,32,120,90,11,75,0
Manufacturing Co 1128,Manufacturing,India,Email Campaign,Director,Free Trial,1375,44.96,2,11,2,17,0,5,124,36,28,105,15,63,0
Cybersecurity Co 1129,Cybersecurity,Middle East,Paid Ads,Director,Enterprise,80,1.9,43,76,15,15,0,9,153,26,61,79,62,21,0
Manufacturing Co 1130,Manufacturing,Europe,Email Campaign,C-Level,Free Trial,109,3.75,25,62,2,2,0,1,329,26,124,121,74,6,0
RealEstate Co 1131,Real Estate,LATAM,Conference,VP,Growth,1510,51.65,52,28,26,15,0,7,343,18,106,179,47,83,0
Healthcare Co 1132,Healthcare,LATAM,Partner,Manager,Starter,695,7.72,13,16,7,5,0,4,214,16,112,153,14,51,0
